Time,gENROE.delta,gENROE.PELEC,gENROE.SPEED,pSS2A.VOTHSG,GEN1.V,LOAD.V,GEN2.V,FAULT.V
0.076,0.60045785,0.40000004,-3.8951303e-10,7.824768e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.078,0.60045785,0.40000004,-3.9964812e-10,8.2120324e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.08,0.60045785,0.40000004,-4.09776e-10,8.605763e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.082,0.60045785,0.40000004,-4.1989665e-10,9.00596e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.084,0.60045785,0.40000004,-4.300101e-10,9.4126235e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.086,0.60045785,0.40000004,-4.4011636e-10,9.825753e-11,0.99999994,0.9919935,0.99999994,0.99598414
0.088,0.60045785,0.40000004,-4.5021542e-10,1.0245348e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.09,0.60045785,0.40000004,-4.603073e-10,1.067141e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.092,0.60045785,0.40000004,-4.7039195e-10,1.11039386e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.094,0.60045785,0.40000004,-4.804694e-10,1.15429326e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.096,0.60045785,0.40000004,-4.905396e-10,1.1988394e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.098,0.60045785,0.40000004,-5.0060267e-10,1.244032e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.1,0.60045785,0.40000004,-5.1065846e-10,1.2898713e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.102,0.60045785,0.40000004,-5.2070714e-10,1.3363571e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.104,0.60045785,0.40000004,-5.3074856e-10,1.3834897e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.106,0.60045785,0.40000004,-5.4078275e-10,1.4312689e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.108,0.60045785,0.40000004,-5.508098e-10,1.4796947e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.11,0.60045785,0.40000004,-5.608296e-10,1.5287671e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.112,0.60045785,0.40000004,-5.708422e-10,1.5784861e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.114,0.60045785,0.40000004,-5.8084765e-10,1.6288518e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.116,0.60045785,0.40000004,-5.908458e-10,1.679864e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.118,0.60045785,0.40000004,-6.008368e-10,1.731523e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.12,0.60045785,0.40000004,-6.108206e-10,1.7838285e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.122,0.60045785,0.40000004,-6.2079725e-10,1.8367806e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.124,0.60045785,0.40000004,-6.307666e-10,1.8903794e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.126,0.60045785,0.40000004,-6.407288e-10,1.9446247e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.128,0.60045785,0.40000004,-6.506838e-10,1.9995168e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.13,0.60045785,0.40000004,-6.6063155e-10,2.0550554e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.132,0.60045785,0.40000004,-6.7052625e-10,2.0977448e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.134,0.60045785,0.40000004,-6.8035655e-10,2.124274e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.136,0.60045785,0.40000004,-6.901737e-10,2.149703e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.138,0.60045785,0.40000004,-6.999777e-10,2.1740322e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.14,0.60045785,0.40000004,-7.097685e-10,2.1972613e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.142,0.60045785,0.40000004,-7.1954626e-10,2.2193902e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.144,0.60045785,0.40000004,-7.2931083e-10,2.2404192e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.146,0.60045785,0.40000004,-7.3906226e-10,2.2603483e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.148,0.60045785,0.40000004,-7.488005e-10,2.2791773e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.15,0.60045785,0.40000004,-7.585257e-10,2.2969061e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.152,0.60045785,0.40000004,-7.6823764e-10,2.313535e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.154,0.60045785,0.40000004,-7.779365e-10,2.329064e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.156,0.60045785,0.40000004,-7.876222e-10,2.3434926e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.158,0.60045785,0.40000004,-7.9729473e-10,2.3568217e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.16,0.60045785,0.40000004,-8.0695417e-10,2.3690502e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.162,0.6004578,0.40000004,-8.166004e-10,2.380179e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.164,0.6004578,0.40000004,-8.262335e-10,2.3902078e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.166,0.6004578,0.40000004,-8.358535e-10,2.3991364e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.168,0.6004578,0.40000004,-8.454603e-10,2.4069652e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.17,0.6004578,0.40000004,-8.55054e-10,2.4136937e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.172,0.6004578,0.40000004,-8.6463453e-10,2.4193222e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.174,0.6004578,0.40000004,-8.7420193e-10,2.4238508e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.176,0.6004578,0.40000004,-8.837562e-10,2.4272792e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.178,0.6004578,0.40000004,-8.9329727e-10,2.429608e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.18,0.6004578,0.40000004,-9.0282526e-10,2.4308364e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.182,0.6004578,0.40000004,-9.1234004e-10,2.4309646e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.184,0.6004578,0.40000004,-9.218417e-10,2.4299932e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.186,0.6004578,0.40000004,-9.313302e-10,2.4279215e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.188,0.6004578,0.40000004,-9.408057e-10,2.4247498e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.19,0.6004578,0.40000004,-9.502679e-10,2.420478e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.192,0.6004578,0.40000004,-9.59717e-10,2.4151064e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.194,0.6004578,0.40000004,-9.691529e-10,2.4086347e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.196,0.6004578,0.40000004,-9.785757e-10,2.4010627e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.198,0.6004578,0.40000004,-9.879854e-10,2.392391e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.2,0.6004578,0.40000004,-9.973818e-10,2.382619e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.202,0.6004578,0.40000004,-1.0067652e-09,2.3717472e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.204,0.6004578,0.40000004,-1.0161354e-09,2.3597752e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.206,0.6004578,0.40000004,-1.0254925e-09,2.3467034e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.208,0.6004578,0.40000004,-1.0348364e-09,2.3325314e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.21,0.6004578,0.40000004,-1.0441672e-09,2.3172593e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.212,0.6004578,0.40000004,-1.0534847e-09,2.3008873e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.214,0.6004578,0.40000004,-1.0627893e-09,2.2834151e-10,0.99999994,0.9919935,0.99999994,0.99598414
0.216,0.6004578,0.40000004,-1.0720806e-09,2.264843e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.218,0.6004578,0.40000004,-1.0813588e-09,2.2451709e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.22,0.6004578,0.40000004,-1.0906239e-09,2.2243987e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.222,0.6004578,0.40000004,-1.0998757e-09,2.2025265e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.224,0.6004578,0.40000004,-1.1091146e-09,2.1795543e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.226,0.6004578,0.40000004,-1.1183402e-09,2.155482e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.228,0.6004578,0.40000004,-1.1275526e-09,2.1303097e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.23,0.6004578,0.40000004,-1.136752e-09,2.1040374e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.232,0.6004578,0.40000004,-1.1459381e-09,2.076665e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.234,0.6004578,0.40000004,-1.1551112e-09,2.0481926e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.236,0.6004578,0.40000004,-1.1642711e-09,2.0186201e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.238,0.6004578,0.40000004,-1.1734178e-09,1.9879477e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.24,0.6004578,0.40000004,-1.1825514e-09,1.9561752e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.242,0.6004578,0.40000004,-1.1916719e-09,1.9233026e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.244,0.6004578,0.40000004,-1.2007793e-09,1.8893301e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.246,0.6004578,0.40000004,-1.2098734e-09,1.8542576e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.248,0.6004578,0.40000004,-1.2189544e-09,1.818085e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.25,0.6004578,0.40000004,-1.2280222e-09,1.7808123e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.252,0.6004578,0.40000004,-1.237077e-09,1.7424397e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.254,0.6004578,0.40000004,-1.2461185e-09,1.702967e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.256,0.6004578,0.40000004,-1.255147e-09,1.6623941e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.258,0.6004578,0.40000004,-1.2641623e-09,1.6207213e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.26,0.6004578,0.40000004,-1.2731645e-09,1.5779486e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.262,0.6004578,0.40000004,-1.2821535e-09,1.5340758e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.264,0.6004578,0.40000004,-1.290838e-09,1.511161e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.266,0.6004578,0.40000004,-1.2994779e-09,1.4895211e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.268,0.6004578,0.40000004,-1.3080953e-09,1.4674957e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.27,0.6004578,0.40000004,-1.31669e-09,1.4450847e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.272,0.6004578,0.40000004,-1.3252622e-09,1.4222883e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.274,0.6004578,0.40000004,-1.3338118e-09,1.3991061e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.276,0.6004578,0.40000004,-1.3423389e-09,1.3755384e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.278,0.6004578,0.40000004,-1.3508433e-09,1.3515852e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.28,0.6004578,0.40000004,-1.3593252e-09,1.3272465e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.282,0.6004578,0.40000004,-1.3677844e-09,1.3025223e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.284,0.6004578,0.40000004,-1.3762211e-09,1.2774123e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.286,0.6004578,0.40000004,-1.3846352e-09,1.2519169e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.288,0.6004578,0.40000004,-1.3930268e-09,1.226036e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.29,0.6004578,0.40000004,-1.4013957e-09,1.1997695e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.292,0.6004578,0.40000004,-1.4097421e-09,1.1731174e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.294,0.6004578,0.40000004,-1.4180659e-09,1.14607976e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.296,0.6004578,0.40000004,-1.426367e-09,1.11865656e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.298,0.6004578,0.40000004,-1.4346456e-09,1.0908478e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.3,0.6004578,0.40000004,-1.4429017e-09,1.0626536e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.302,0.6004578,0.40000004,-1.4511351e-09,1.0340737e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.304,0.6004578,0.40000004,-1.459346e-09,1.00510836e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.306,0.6004578,0.40000004,-1.4675342e-09,9.757574e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.308,0.6004578,0.40000004,-1.4756999e-09,9.460209e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.31,0.6004578,0.40000004,-1.483843e-09,9.158988e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.312,0.6004578,0.40000004,-1.4919636e-09,8.853912e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.314,0.6004578,0.40000004,-1.5000615e-09,8.544981e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.316,0.6004578,0.40000004,-1.5081368e-09,8.2321934e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.318,0.6004578,0.40000004,-1.5161896e-09,7.915551e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.32,0.6004578,0.40000004,-1.5242198e-09,7.5950524e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.322,0.6004578,0.40000004,-1.5322273e-09,7.2706986e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.324,0.6004578,0.40000004,-1.5402124e-09,6.9424896e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.326,0.6004578,0.40000004,-1.5481748e-09,6.610425e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.328,0.6004577,0.40000004,-1.5561147e-09,6.2745045e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.33,0.6004577,0.40000004,-1.5640319e-09,5.934729e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.332,0.6004577,0.40000004,-1.5719266e-09,5.5910974e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.334,0.6004577,0.40000004,-1.5797987e-09,5.2436104e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.336,0.6004577,0.40000004,-1.5876482e-09,4.8922682e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.338,0.6004577,0.40000004,-1.5954752e-09,4.53707e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.34,0.6004577,0.40000004,-1.6032795e-09,4.1780166e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.342,0.6004577,0.40000004,-1.6110613e-09,3.8151076e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.344,0.6004577,0.40000004,-1.6188205e-09,3.448343e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.346,0.6004577,0.40000004,-1.6265571e-09,3.0777228e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.348,0.6004577,0.40000004,-1.634271e-09,2.7032472e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.35,0.6004577,0.40000004,-1.6419626e-09,2.324916e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.352,0.6004577,0.40000004,-1.6496313e-09,1.9427293e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.354,0.6004577,0.40000004,-1.6572776e-09,1.556687e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.356,0.6004577,0.40000004,-1.6649013e-09,1.1667893e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.358,0.6004577,0.40000004,-1.6725024e-09,7.730361e-12,0.99999994,0.9919935,0.99999994,0.9959841
0.36,0.6004577,0.40000004,-1.680081e-09,3.754272e-12,0.99999994,0.9919935,0.99999994,0.9959841
0.362,0.6004577,0.40000004,-1.6876368e-09,-2.6037137e-13,0.99999994,0.9919935,0.99999994,0.9959841
0.364,0.6004577,0.40000004,-1.6951702e-09,-4.3135703e-12,0.99999994,0.9919935,0.99999994,0.9959841
0.366,0.6004577,0.40000004,-1.702681e-09,-8.405324e-12,0.99999994,0.9919935,0.99999994,0.9959841
0.368,0.6004577,0.40000004,-1.7101691e-09,-1.2535634e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.37,0.6004577,0.40000004,-1.7176347e-09,-1.6704499e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.372,0.6004577,0.40000004,-1.7250777e-09,-2.091192e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.374,0.6004577,0.40000004,-1.7324981e-09,-2.5157895e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.376,0.6004577,0.40000004,-1.739896e-09,-2.9442424e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.378,0.6004577,0.40000004,-1.7472712e-09,-3.376551e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.38,0.6004577,0.40000004,-1.7546239e-09,-3.8127154e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.382,0.6004577,0.40000004,-1.761954e-09,-4.252735e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.384,0.6004577,0.40000004,-1.7692615e-09,-4.69661e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.386,0.6004577,0.40000004,-1.7765465e-09,-5.144341e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.388,0.6004577,0.40000004,-1.7838088e-09,-5.5959272e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.39,0.6004577,0.40000004,-1.7910485e-09,-6.051369e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.392,0.6004577,0.40000004,-1.7982658e-09,-6.510666e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.394,0.6004577,0.40000004,-1.8054603e-09,-6.9738194e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.396,0.6004577,0.40000004,-1.8126323e-09,-7.440828e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.398,0.6004577,0.40000004,-1.8197818e-09,-7.9116914e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.4,0.6004577,0.40000004,-1.8269085e-09,-8.386411e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.402,0.6004577,0.40000004,-1.8340128e-09,-8.864986e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.404,0.6004577,0.40000004,-1.8410945e-09,-9.3474166e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.406,0.6004577,0.40000004,-1.8481536e-09,-9.8337026e-11,0.99999994,0.9919935,0.99999994,0.9959841
0.408,0.6004577,0.40000004,-1.8551901e-09,-1.0323844e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.41,0.6004577,0.40000004,-1.862204e-09,-1.0817841e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.412,0.6004577,0.40000004,-1.8691952e-09,-1.1315694e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.414,0.6004577,0.40000004,-1.8761641e-09,-1.1817403e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.416,0.6004577,0.40000004,-1.8831103e-09,-1.2322966e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.418,0.6004577,0.40000004,-1.890034e-09,-1.2832385e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.42,0.6004577,0.40000004,-1.8969348e-09,-1.3345659e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.422,0.6004577,0.40000004,-1.9038133e-09,-1.386279e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.424,0.6004577,0.40000004,-1.9106692e-09,-1.4383776e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.426,0.6004577,0.40000004,-1.9175024e-09,-1.4908617e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.428,0.6004577,0.40000004,-1.924313e-09,-1.5437314e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.43,0.6004577,0.40000004,-1.931101e-09,-1.5969867e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.432,0.6004577,0.40000004,-1.9378665e-09,-1.6506274e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.434,0.6004577,0.40000004,-1.9446096e-09,-1.7046538e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.436,0.6004577,0.40000004,-1.9513298e-09,-1.7590657e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.438,0.6004577,0.40000004,-1.9580275e-09,-1.8138632e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.44,0.6004577,0.40000004,-1.9647028e-09,-1.8690462e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.442,0.60045767,0.40000004,-1.9713553e-09,-1.9246148e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.444,0.60045767,0.40000004,-1.9779853e-09,-1.9805689e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.446,0.60045767,0.40000004,-1.9845927e-09,-2.0369086e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.448,0.60045767,0.40000004,-1.9911777e-09,-2.0936337e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.45,0.60045767,0.40000004,-1.9977398e-09,-2.1507446e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.452,0.60045767,0.40000004,-2.0042794e-09,-2.2082408e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.454,0.60045767,0.40000004,-2.0107966e-09,-2.2661227e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.456,0.60045767,0.40000004,-2.017291e-09,-2.3243901e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.458,0.60045767,0.40000004,-2.023763e-09,-2.3830432e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.46,0.60045767,0.40000004,-2.0302122e-09,-2.4420818e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.462,0.60045767,0.40000004,-2.036639e-09,-2.5015057e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.464,0.60045767,0.40000004,-2.0430433e-09,-2.5613153e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.466,0.60045767,0.40000004,-2.0494249e-09,-2.6215108e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.468,0.60045767,0.40000004,-2.0557838e-09,-2.6820915e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.47,0.60045767,0.40000004,-2.0621203e-09,-2.7430577e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.472,0.60045767,0.40000004,-2.068434e-09,-2.8044095e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.474,0.60045767,0.40000004,-2.0747253e-09,-2.866147e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.476,0.60045767,0.40000004,-2.0809938e-09,-2.9282698e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.478,0.60045767,0.40000004,-2.08724e-09,-2.9907785e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.48,0.60045767,0.40000004,-2.0934634e-09,-3.0536726e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.482,0.60045767,0.40000004,-2.0996644e-09,-3.1169523e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.484,0.60045767,0.40000004,-2.1058426e-09,-3.1806174e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.486,0.60045767,0.40000004,-2.1119984e-09,-3.2446681e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.488,0.60045767,0.40000004,-2.1181317e-09,-3.3091044e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.49,0.60045767,0.40000004,-2.1242421e-09,-3.373926e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.492,0.60045767,0.40000004,-2.1303301e-09,-3.4391337e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.494,0.60045767,0.40000004,-2.1363955e-09,-3.5047265e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.496,0.60045767,0.40000004,-2.1424384e-09,-3.570705e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.498,0.60045767,0.40000004,-2.1484585e-09,-3.637069e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.5,0.60045767,0.40000004,-2.1544562e-09,-3.7038186e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.502,0.60045767,0.40000004,-2.1604314e-09,-3.7709538e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.504,0.60045767,0.40000004,-2.1663837e-09,-3.8384745e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.506,0.60045767,0.40000004,-2.1723137e-09,-3.9063808e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.508,0.60045767,0.40000004,-2.178221e-09,-3.9746725e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.51,0.60045767,0.40000004,-2.1841058e-09,-4.04335e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.512,0.60045767,0.40000004,-2.189968e-09,-4.112413e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.514,0.60045767,0.40000004,-2.1958075e-09,-4.1818615e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.516,0.60045767,0.40000004,-2.2016244e-09,-4.2516954e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.518,0.60045767,0.40000004,-2.207419e-09,-4.321915e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.52,0.60045767,0.40000004,-2.2131907e-09,-4.3925202e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.522,0.60045767,0.40000004,-2.21894e-09,-4.463511e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.524,0.60045767,0.40000004,-2.2246667e-09,-4.5348872e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.526,0.60045767,0.40000004,-2.2300297e-09,-4.5418483e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.528,0.60045767,0.40000004,-2.235308e-09,-4.5373194e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.53,0.60045767,0.40000004,-2.2405575e-09,-4.5320298e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.532,0.60045767,0.40000004,-2.2457782e-09,-4.5259793e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.534,0.60045767,0.40000004,-2.2509705e-09,-4.5191684e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.536,0.6004576,0.40000004,-2.2561344e-09,-4.5115967e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.538,0.6004576,0.40000004,-2.2612694e-09,-4.5032642e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.54,0.6004576,0.40000004,-2.2663758e-09,-4.494171e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.542,0.6004576,0.40000004,-2.2714537e-09,-4.484317e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.544,0.6004576,0.40000004,-2.276503e-09,-4.4737025e-10,0.99999994,0.9919935,0.99999994,0.9959841
0.546,0.6004576,0.40000004,-2.2815234e-09,-4.4623272e-10,0.99999994,0.9919935,0.99999994,0.9959841
