Time,gENROU.delta,gENROU.PELEC,gENROU.PMECH,gENROU.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
-0.0166667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0156667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0146667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0136667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0126667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0116667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.0106667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00966667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00866667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00766667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00666667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00566667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00466667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00366667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00266667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.00166667, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
-0.000666665, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.000333335, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00133333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00233334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00333334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00433334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00533334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00633334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00733334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00833334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.00933334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0103333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0113333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0123333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0133333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0143333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0153333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0163333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0173333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0183333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0193333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0203333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0213333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0223333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0233333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0243333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0253333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0263333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0273333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0283333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0293333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0303333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0313333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0323333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0333333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0343333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0353333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0363333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0373333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0383333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0393333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0403333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0413333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0423333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0433333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0443333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0453333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0463333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0473333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0483333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0493333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0503333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0513333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0523333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0533333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0543333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0553333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0563333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0573333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0583333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0593333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0603333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0613333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0623333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0633333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0643333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0653333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0663333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0673333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0683333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0693333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0703333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0713333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0723333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0733333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0743333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0753333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0763333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0773333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0783333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0793333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0803333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0813333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0823333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0833333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0843333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0853333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0863333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0873333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0883333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0893333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0903333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0913333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0923333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0933333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0943334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0953334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0963334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0973334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0983334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.0993334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.100333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.101333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.102333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.103333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.104333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.105333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.106333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.107333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.108333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.109333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.110333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.111333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.112333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.113333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.114333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.115333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.116333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.117333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.118333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.119333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.120333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.121333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.122333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.123333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.124333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.125333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.126333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.127333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.128333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.129333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.130333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.131333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.132333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.133333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.134333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.135333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.136333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.137333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.138333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.139333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.140333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.141333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.142333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.143333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.144333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.145333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.146333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.147333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.148333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.149333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.150333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.151333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.152333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.153333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.154333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.155333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.156333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.157333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.158333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.159333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.160333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.161333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.162333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.163333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.164333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.165333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.166333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.167333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.168334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.169334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.170334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.171334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.172334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.173334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.174334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.175334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.176334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.177334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.178334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.179334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.180334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.181334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.182334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.183334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.184334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.185334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.186334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.187334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.188334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.189334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.190334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.191334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.192334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.193334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.194334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.195334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.196334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.197334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.198334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.199334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.200334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.201334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.202334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.203334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.204334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.205334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.206334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.207334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.208334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.209334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.210334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.211334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.212334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.213334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.214334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.215334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.216334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.217334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.218334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.219334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.220334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.221334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.222334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.223334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.224334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.225334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.226334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.227334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.228334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.229334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.230334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.231334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.232334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.233334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.234334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.235334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.236334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.237334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.238334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.239334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.240334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.241334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.242334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.243334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.244334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.245334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.246334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.247334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.248334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.249334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.250334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.251334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.252334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.253334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.254334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.255334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.256334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.257334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.258334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.259334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.260334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.261334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.262334, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.263333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.264333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.265333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.266333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.267333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.268333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.269333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.270333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.271333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.272333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.273333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.274333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.275333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.276333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.277333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.278333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.279333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.280333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.281333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.282333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.283333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.284333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.285333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.286333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.287333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.288333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.289333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.290333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.291333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.292333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.293333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.294333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.295333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.296333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.297333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.298333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.299333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.300333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.301333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.302333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.303333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.304333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.305333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.306333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.307333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.308333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.309333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
0.310333, 34.3342, 0.4, 0.4, 0, 1, 0.991994, 1, 0.995984
