Time,gENSAE.delta,gENSAE.PELEC,gENSAE.PMECH,gENSAE.SPEED,GEN1.V,LOAD.V,GEN2.V,FAULT.V
-0.0166667, 34.4037, 0.4, 0.4, 0, 1, 0.991993, 1, 0.995984
-0.0156667, 34.4037, 0.4, 0.4, 5.22237e-12, 1, 0.991993, 1, 0.995984
-0.0146667, 34.4037, 0.4, 0.4, 8.70395e-12, 1, 0.991993, 1, 0.995984
-0.0136667, 34.4037, 0.4, 0.4, 1.21855e-11, 1, 0.991993, 1, 0.995984
-0.0126667, 34.4037, 0.4, 0.4, 1.56671e-11, 1, 0.991993, 1, 0.995984
-0.0116667, 34.4037, 0.4, 0.4, 1.91487e-11, 1, 0.991993, 1, 0.995984
-0.0106667, 34.4037, 0.4, 0.4, 2.26303e-11, 1, 0.991993, 1, 0.995984
-0.00966667, 34.4037, 0.4, 0.4, 2.61118e-11, 1, 0.991993, 1, 0.995984
-0.00866667, 34.4037, 0.4, 0.4, 2.95934e-11, 1, 0.991993, 1, 0.995984
-0.00766667, 34.4037, 0.4, 0.4, 3.3075e-11, 1, 0.991993, 1, 0.995984
-0.00666667, 34.4037, 0.4, 0.4, 3.65566e-11, 1, 0.991993, 1, 0.995984
-0.00566667, 34.4037, 0.4, 0.4, 4.00382e-11, 1, 0.991993, 1, 0.995984
-0.00466667, 34.4037, 0.4, 0.4, 4.35197e-11, 1, 0.991993, 1, 0.995984
-0.00366667, 34.4037, 0.4, 0.4, 4.70013e-11, 1, 0.991993, 1, 0.995984
-0.00266667, 34.4037, 0.4, 0.4, 5.04829e-11, 1, 0.991993, 1, 0.995984
-0.00166667, 34.4037, 0.4, 0.4, 5.39645e-11, 1, 0.991993, 1, 0.995984
-0.000666665, 34.4037, 0.4, 0.4, 5.74461e-11, 1, 0.991993, 1, 0.995984
0.000333335, 34.4037, 0.4, 0.4, 6.09276e-11, 1, 0.991993, 1, 0.995984
0.00133333, 34.4037, 0.4, 0.4, 6.44092e-11, 1, 0.991993, 1, 0.995984
0.00233334, 34.4037, 0.4, 0.4, 6.78908e-11, 1, 0.991993, 1, 0.995984
